"Neighborhood","Class","Units","YearBuilt","SqFt","IncomePerSqFt","ExpensePerSqFt","NetIncome","Value","ValuePerSqFt","Boro"
"PARK SLOPE","R2-CONDOMINIUM",16,1915,11732,21.59,10.58,129180,947000,80.72,"Brooklyn"
"PARK SLOPE","R4-CONDOMINIUM",22,2003,49210,18.79,7.16,572312,4113005,83.58,"Brooklyn"
"PARK SLOPE","R2-CONDOMINIUM",15,1900,10911,24.25,10.91,145526,1058995,97.06,"Brooklyn"
"PARK SLOPE","R2-CONDOMINIUM",27,2002,23280,22.96,8.04,347431,2386970,102.53,"Brooklyn"
"PARK SLOPE","R2-CONDOMINIUM",10,NA,6516,20.91,9.46,74609,548000,84.1,"Brooklyn"
"PARK SLOPE","R2-CONDOMINIUM",18,1921,13352,25.04,12.14,172241,1250999,93.69,"Brooklyn"
"PARK SLOPE","R2-CONDOMINIUM",42,1999,27200,24.55,10.56,380623,2766997,101.73,"Brooklyn"
"PARK SLOPE","R4-CONDOMINIUM",34,1920,56518,16.57,7.46,515077,3692997,65.34,"Brooklyn"
"PARK SLOPE","R4-CONDOMINIUM",37,1920,58100,14.78,8.48,366030,2525003,43.46,"Brooklyn"
"PARK SLOPE","R2-CONDOMINIUM",29,1910,23868,19.81,6.93,307336,2198990,92.13,"Brooklyn"
"PARK SLOPE","R9-CONDOMINIUM",1,1931,4500,29.61,11.12,83205,625000,138.89,"Brooklyn"
"PARK SLOPE","R4-CONDOMINIUM",24,2001,13057,21.59,8.2,174779,1206002,92.36,"Brooklyn"
"PARK SLOPE","R2-CONDOMINIUM",15,NA,11800,22.5,7.97,171454,1178001,99.83,"Brooklyn"
"PARK SLOPE SOUTH","R2-CONDOMINIUM",11,NA,7770,25.75,11.59,110043,793001,102.06,"Brooklyn"
"PARK SLOPE SOUTH","R2-CONDOMINIUM",30,2004,34417,19.27,6.74,431090,3152998,91.61,"Brooklyn"
"PARK SLOPE SOUTH","R2-CONDOMINIUM",12,2006,13550,24.31,9.82,196340,1436000,105.98,"Brooklyn"
"CROWN HEIGHTS","R4-CONDOMINIUM",16,NA,14269,19.09,9.63,134985,969000,67.91,"Brooklyn"
"CROWN HEIGHTS","R4-CONDOMINIUM",15,2005,19789,17.9,8.61,183840,1324999,66.96,"Brooklyn"
"CROWN HEIGHTS","R4-CONDOMINIUM",10,2008,10313,18.79,7.16,119940,864000,83.78,"Brooklyn"
"CROWN HEIGHTS","R4-CONDOMINIUM",18,2006,27168,18.79,8.66,275212,1982006,72.95,"Brooklyn"
"PROSPECT HEIGHTS","R4-CONDOMINIUM",168,2002,230680,11.47,4.93,1508162,8447860,36.62,"Brooklyn"
"PROSPECT HEIGHTS","R4-CONDOMINIUM",39,2005,72356,20.12,8.26,858142,6134999,84.79,"Brooklyn"
"PROSPECT HEIGHTS","R2-CONDOMINIUM",21,1930,33120,17.32,7.78,315964,2281001,68.87,"Brooklyn"
"CROWN HEIGHTS","R4-CONDOMINIUM",18,2005,17209,20.07,8.03,207231,1487999,86.47,"Brooklyn"
"PROSPECT HEIGHTS","R2-CONDOMINIUM",14,NA,24639,27.57,10.2,427979,2550999,103.54,"Brooklyn"
"PROSPECT HEIGHTS","R2-CONDOMINIUM",48,2005,32139,25.22,10.84,462159,3353992,104.36,"Brooklyn"
"PROSPECT HEIGHTS","R9-CONDOMINIUM",14,1910,8392,23.14,9.25,116565,849000,101.17,"Brooklyn"
"CROWN HEIGHTS","R2-CONDOMINIUM",11,1931,8620,22.01,8.8,113870,834002,96.75,"Brooklyn"
"CROWN HEIGHTS","R2-CONDOMINIUM",12,1987,22128,15.42,7.64,172156,1181001,53.37,"Brooklyn"
"CROWN HEIGHTS","R4-CONDOMINIUM",22,1920,19525,13.3,6.94,124179,824001,42.2,"Brooklyn"
"CROWN HEIGHTS","R2-CONDOMINIUM",16,1930,27429,14.88,7.94,190358,1312004,47.83,"Brooklyn"
"CROWN HEIGHTS","R2-CONDOMINIUM",16,1922,40060,12.44,6.59,234351,1482001,36.99,"Brooklyn"
"CROWN HEIGHTS","R2-CONDOMINIUM",48,1997,65071,18.18,8.7,616873,4440000,68.23,"Brooklyn"
"FLATBUSH-LEFFERTS GARDEN","R2-CONDOMINIUM",16,1916,17680,12.12,4.84,128711,817999,46.27,"Brooklyn"
"FLATBUSH-NORTH","R4-CONDOMINIUM",13,2006,20260,15.93,6.37,193645,1420998,70.14,"Brooklyn"
"FLATBUSH-NORTH","R4-CONDOMINIUM",21,2004,41697,16.13,7.96,340665,2249999,53.96,"Brooklyn"
"FLATBUSH-NORTH","R4-CONDOMINIUM",50,NA,67889,15.94,7.64,563479,3845000,56.64,"Brooklyn"
"CROWN HEIGHTS","R2-CONDOMINIUM",15,2006,26660,12.47,5.11,196145,1314999,49.32,"Brooklyn"
"CROWN HEIGHTS","R2-CONDOMINIUM",13,1906,8136,17.54,8.61,72654,524001,64.41,"Brooklyn"
"CROWN HEIGHTS","R2-CONDOMINIUM",26,1921,35732,17.36,8.16,328763,2373004,66.41,"Brooklyn"
"CROWN HEIGHTS","R4-CONDOMINIUM",95,2007,174796,17.9,9.02,1552188,11187994,64.01,"Brooklyn"
"FLATBUSH-NORTH","R2-CONDOMINIUM",22,1925,30700,13.66,7.53,188191,1177008,38.34,"Brooklyn"
"FLATBUSH-NORTH","R4-CONDOMINIUM",30,1993,30360,15.42,7.64,236201,1572990,51.81,"Brooklyn"
"FLATBUSH-NORTH","R2-CONDOMINIUM",15,1990,15785,16.77,8.05,137651,996000,63.1,"Brooklyn"
"FLATBUSH-NORTH","R4-CONDOMINIUM",30,1998,50668,14.89,7.7,364303,1996500,39.4,"Brooklyn"
"OCEAN HILL","R2-CONDOMINIUM",12,1910,13640,11.86,6.17,77650,495996,36.36,"Brooklyn"
"OCEAN HILL","R2-CONDOMINIUM",8,1910,7560,11.86,6.42,41127,263000,34.79,"Brooklyn"
"OCEAN HILL","R2-CONDOMINIUM",3,1910,4500,11.86,6.42,24480,156999,34.89,"Brooklyn"
"OCEAN HILL","R2-CONDOMINIUM",3,1910,4500,11.86,6.42,24480,156999,34.89,"Brooklyn"
"OCEAN HILL","R2-CONDOMINIUM",6,1910,10140,11.86,6.42,55161,352998,34.81,"Brooklyn"
"OCEAN HILL","R2-CONDOMINIUM",60,1992,53760,13.59,6.97,355891,2353997,43.79,"Brooklyn"
"OCEAN HILL","R2-CONDOMINIUM",24,1906,32087,13.59,7.13,207282,1154998,36,"Brooklyn"
"OCEAN HILL","R2-CONDOMINIUM",20,1995,25632,11.86,6.42,139439,803997,31.37,"Brooklyn"
"OCEAN HILL","R2-CONDOMINIUM",15,1995,11050,15.1,7.64,82433,566999,51.31,"Brooklyn"
"OCEAN HILL","R2-CONDOMINIUM",12,NA,15335,13.59,6.97,101518,672000,43.82,"Brooklyn"
"OCEAN HILL","R2-CONDOMINIUM",40,1900,54600,12.51,6.38,334693,2242996,41.08,"Brooklyn"
"BEDFORD STUYVESANT","R2-CONDOMINIUM",16,2005,15600,20.71,9.61,173160,1026999,65.83,"Brooklyn"
"BEDFORD STUYVESANT","R2-CONDOMINIUM",24,1903,31793,15.46,7.73,245760,1684002,52.97,"Brooklyn"
"BEDFORD STUYVESANT","R2-CONDOMINIUM",18,NA,22659,14.25,7.13,161445,1119000,49.38,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",6,NA,10288,15.84,7.13,89609,613002,59.58,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",1,2000,14647,21.45,7.6,202861,1490998,101.8,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",12,2000,14869,18.97,8.87,150177,1077996,72.5,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",9,2004,8670,18.83,8.66,88174,634999,73.24,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",12,2007,18266,20.7,9.73,200396,1472002,80.59,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",12,2007,19028,20.7,9.73,208756,1533996,80.62,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",12,2008,19030,20.7,9.73,208778,1533996,80.61,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",12,2008,18158,20.7,9.73,199212,1463004,80.57,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",45,NA,36414,17.8,8.61,334644,2413001,66.27,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",10,2003,16833,17.8,8.61,154695,1116002,66.3,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",4,2003,5772,17.8,8.61,53045,383000,66.35,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",4,2003,5890,17.8,8.61,54129,391001,66.38,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",5,NA,7463,17.8,8.61,68585,495000,66.33,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",5,2003,8270,17.8,8.61,76001,548000,66.26,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",12,2003,21442,21.45,9.46,257090,1885000,87.91,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",24,NA,33600,21.45,9.46,402864,2954000,87.92,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",12,2003,20470,21.45,9.46,245436,1799996,87.93,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",12,2003,10403,21.45,9.46,124732,914999,87.96,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",12,2003,12338,21.45,9.46,147933,1084999,87.94,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",12,2003,12110,20.7,8.49,147899,1085999,89.68,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",6,2004,12164,20.7,8.49,148559,1091999,89.77,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",12,2004,7297,20.7,8.49,89118,655002,89.76,"Brooklyn"
"BEDFORD STUYVESANT","R9-CONDOMINIUM",72,NA,93353,15.84,7.13,813105,5557000,59.53,"Brooklyn"
"BEDFORD STUYVESANT","R2-CONDOMINIUM",36,2003,58244,20.7,8.49,711334,5225002,89.71,"Brooklyn"
"BEDFORD STUYVESANT","R2-CONDOMINIUM",16,2006,11808,20.7,8.49,144211,1059004,89.69,"Brooklyn"
"BEDFORD STUYVESANT","R9-CONDOMINIUM",50,NA,64803,18.79,9.02,633177,4550000,70.21,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",18,2004,24200,18.79,7.7,268284,1927999,79.67,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",18,2004,24200,18.79,7.7,268284,1928001,79.67,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",18,2004,24200,18.79,7.7,268284,1928001,79.67,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",18,2004,24200,18.79,7.7,268284,1928002,79.67,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",18,2004,24200,18.79,7.7,268284,1927998,79.67,"Brooklyn"
"BEDFORD STUYVESANT","R2-CONDOMINIUM",32,2006,23344,24.7,10.13,340192,2473001,105.94,"Brooklyn"
"BEDFORD STUYVESANT","R2-CONDOMINIUM",13,1910,11030,15.08,7.38,84931,536802,48.67,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",10,2002,13115,18.97,7.78,146787,1079000,82.27,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",20,2004,25423,18.22,7.47,273292,1967005,77.37,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",10,2004,13007,18.97,7.78,145578,1045000,80.34,"Brooklyn"
"CLINTON HILL","R2-CONDOMINIUM",24,1991,60350,17.09,7.63,570911,4127007,68.38,"Brooklyn"
"CLINTON HILL","R4-CONDOMINIUM",49,2009,53178,19.38,8.14,597742,4285998,80.6,"Brooklyn"
"CLINTON HILL","R4-CONDOMINIUM",10,2007,11935,20.7,8.49,145762,974600,81.66,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",18,2005,20620,20.7,8.59,249698,1833999,88.94,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",7,2006,9965,20.7,8.49,121703,894000,89.71,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",12,2002,17958,20.7,8.49,219321,1610996,89.71,"Brooklyn"
"BEDFORD STUYVESANT","R2-CONDOMINIUM",4,2003,7968,20.7,8.49,97313,715000,89.73,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",12,2002,15531,20.7,8.49,189680,1392998,89.69,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",5,2006,10746,20.7,8.49,131241,964000,89.71,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",6,2002,27054,20.7,8.49,330411,2427999,89.75,"Brooklyn"
"BEDFORD STUYVESANT","R2-CONDOMINIUM",12,2004,14095,20.7,8.49,172143,1264996,89.75,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",14,2005,17536,20.7,8.49,214167,1572999,89.7,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",10,NA,13470,20.7,8.49,164509,1209000,89.76,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",12,2003,17274,20.7,8.49,210967,1550001,89.73,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",10,2006,19639,21.45,8.79,248542,1825996,92.98,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",12,2004,20930,21.45,8.79,264880,1942001,92.79,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",12,2009,18965,21.45,8.79,240011,1550000,81.73,"Brooklyn"
"CLINTON HILL","R9-CONDOMINIUM",14,1900,15401,14.19,6.81,113668,788000,51.17,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",12,2003,15957,24.64,10.1,231976,1686001,105.66,"Brooklyn"
"BEDFORD STUYVESANT","R2-CONDOMINIUM",5,2004,6127,18.79,7.16,71257,513000,83.73,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",16,2006,17259,24.64,10.1,250905,1823998,105.68,"Brooklyn"
"BEDFORD STUYVESANT","R2-CONDOMINIUM",14,2003,17065,16.2,6.64,163141,1111000,65.1,"Brooklyn"
"BEDFORD STUYVESANT","R2-CONDOMINIUM",12,2010,22160,12.64,4.56,179052,1198003,54.06,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",95,1920,130468,24.64,12.07,1639513,11918003,91.35,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",103,NA,107974,24.64,10,1580739,11490001,106.41,"Brooklyn"
"BEDFORD STUYVESANT","R2-CONDOMINIUM",4,2004,6056,19.35,8.35,66616,478001,78.93,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",8,2007,8327,28.46,11.4,142058,1021001,122.61,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",67,2003,76541,19.35,8.35,841951,6037009,78.87,"Brooklyn"
"CLINTON HILL","R2-CONDOMINIUM",25,NA,29054,19.44,9.27,295479,1726990,59.44,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",32,2006,40106,19.55,8.02,462602,3315006,82.66,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",19,2006,11899,18.22,7.28,130175,937000,78.75,"Brooklyn"
"FORT GREENE","R2-CONDOMINIUM",31,1988,40875,22.01,9,531784,3894003,95.27,"Brooklyn"
"FORT GREENE","R2-CONDOMINIUM",16,NA,19724,19.55,8,227812,1350000,68.44,"Brooklyn"
"FORT GREENE","R2-CONDOMINIUM",23,NA,31540,19.35,8.35,346940,2159998,68.48,"Brooklyn"
"FORT GREENE","R2-CONDOMINIUM",28,NA,34890,19.35,8.35,383790,2348005,67.3,"Brooklyn"
"CLINTON HILL","R4-CONDOMINIUM",48,1930,38056,19.35,8.87,398827,2738999,71.97,"Brooklyn"
"CLINTON HILL","R2-CONDOMINIUM",12,1930,9280,19.55,10.35,85378,612000,65.95,"Brooklyn"
"CLINTON HILL","R2-CONDOMINIUM",13,1930,20857,19.55,5.78,287201,2057998,98.67,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",20,1910,29817,20.39,9.46,325771,2335005,78.31,"Brooklyn"
"CLINTON HILL","R2-CONDOMINIUM",48,1957,59400,13.26,6.12,424116,2942016,49.53,"Brooklyn"
"CLINTON HILL","R2-CONDOMINIUM",12,1899,10734,22.07,8.88,141581,1010998,94.19,"Brooklyn"
"CLINTON HILL","R2-CONDOMINIUM",8,1920,7370,26.25,10.76,114162,754002,102.31,"Brooklyn"
"CLINTON HILL","R4-CONDOMINIUM",16,NA,18039,15.53,7.1,152152,1093003,60.59,"Brooklyn"
"CLINTON HILL","R2-CONDOMINIUM",16,2006,11725,28.88,9.97,221742,1592999,135.86,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",29,2009,24001,19.55,6.84,304993,2186001,91.08,"Brooklyn"
"BEDFORD STUYVESANT","R4-CONDOMINIUM",36,NA,32500,20.79,6.5,464347,3083004,94.86,"Brooklyn"
"CLINTON HILL","R2-CONDOMINIUM",53,1915,63540,16.1,7.3,558872,4016001,63.2,"Brooklyn"
"CLINTON HILL","R2-CONDOMINIUM",11,2005,12942,15.1,5.91,118824,2500000,193.17,"Brooklyn"
"CLINTON HILL","R2-CONDOMINIUM",11,NA,7631,18.79,8.15,81193,582999,76.4,"Brooklyn"
"DOWNTOWN-METROTECH","R4-CONDOMINIUM",56,1926,58179,22.01,8.36,793922,5813998,99.93,"Brooklyn"
"DOWNTOWN-METROTECH","R4-CONDOMINIUM",251,NA,332324,26.36,11.6,4905634,35494000,106.81,"Brooklyn"
"DOWNTOWN-METROTECH","R4-CONDOMINIUM",240,2007,202727,26.36,10.81,3152892,22812025,112.53,"Brooklyn"
"FORT GREENE","R2-CONDOMINIUM",12,1987,22750,17.14,7.24,225225,1628001,71.56,"Brooklyn"
"FORT GREENE","R4-CONDOMINIUM",74,2007,85404,20.62,9.46,953108,6980002,81.73,"Brooklyn"
"FORT GREENE","R2-CONDOMINIUM",30,1900,34820,19.87,10.93,311343,2228000,63.99,"Brooklyn"
"FORT GREENE","R4-CONDOMINIUM",108,2006,118153,25.46,12.28,1557256,11289998,95.55,"Brooklyn"
"FORT GREENE","R4-CONDOMINIUM",22,1931,21120,22.01,10.46,243936,1463000,69.27,"Brooklyn"
"FORT GREENE","R2-CONDOMINIUM",13,1925,17910,18.53,9.02,170324,1210000,67.56,"Brooklyn"
"FORT GREENE","R4-CONDOMINIUM",179,1927,206022,26.36,10.81,3204137,23183003,112.53,"Brooklyn"
"FORT GREENE","R9-CONDOMINIUM",1,1931,6400,18.53,10.32,52544,378000,59.06,"Brooklyn"
"FORT GREENE","R4-CONDOMINIUM",27,2003,38798,23.51,9.64,538163,3925001,101.17,"Brooklyn"
"WILLIAMSBURG-SOUTH","R2-CONDOMINIUM",24,1999,47988,17.94,8.86,435731,3140004,65.43,"Brooklyn"
"WILLIAMSBURG-SOUTH","R2-CONDOMINIUM",31,2000,60569,15.31,6.28,547113,3755993,62.01,"Brooklyn"
"WILLIAMSBURG-SOUTH","R4-CONDOMINIUM",14,NA,14820,22.41,10.08,182664,1336006,90.15,"Brooklyn"
"WILLIAMSBURG-SOUTH","R4-CONDOMINIUM",14,NA,14820,24.59,12.5,179174,1303001,87.92,"Brooklyn"
"WILLIAMSBURG-SOUTH","R4-CONDOMINIUM",14,2003,20160,24.59,11.8,257782,1873999,92.96,"Brooklyn"
"WILLIAMSBURG-SOUTH","R4-CONDOMINIUM",14,2005,17639,24.59,11.8,225546,1640002,92.98,"Brooklyn"
"WILLIAMSBURG-SOUTH","R4-CONDOMINIUM",30,2006,33036,21.83,8.3,447129,3275998,99.16,"Brooklyn"
"WILLIAMSBURG-SOUTH","R4-CONDOMINIUM",14,1920,23760,21.83,9.82,285275,2089999,87.96,"Brooklyn"
"WILLIAMSBURG-SOUTH","R4-CONDOMINIUM",130,NA,147926,23.5,10.57,1911944,12711003,85.93,"Brooklyn"
"WILLIAMSBURG-SOUTH","R4-CONDOMINIUM",11,2001,11178,19.39,8.73,119208,862003,77.12,"Brooklyn"
"WILLIAMSBURG-SOUTH","R4-CONDOMINIUM",27,1999,36290,19.56,7.82,426044,3054000,84.16,"Brooklyn"
"WILLIAMSBURG-SOUTH","R4-CONDOMINIUM",40,NA,73295,22.13,11.25,797449,5838999,79.66,"Brooklyn"
"WILLIAMSBURG-SOUTH","R4-CONDOMINIUM",12,2003,11981,22.13,9.96,145827,1068002,89.14,"Brooklyn"
"WILLIAMSBURG-SOUTH","R4-CONDOMINIUM",12,2004,23520,21.03,7.99,306668,1959996,83.33,"Brooklyn"
"WILLIAMSBURG-SOUTH","R4-CONDOMINIUM",16,2007,20661,22.13,9.96,251475,1841002,89.11,"Brooklyn"
"WILLIAMSBURG-SOUTH","R4-CONDOMINIUM",75,2003,83525,24.2,8.47,1313848,9570006,114.58,"Brooklyn"
"WILLIAMSBURG-SOUTH","R9-CONDOMINIUM",140,2003,171432,26.75,9.36,2980774,21956000,128.07,"Brooklyn"
"WILLIAMSBURG-SOUTH","R4-CONDOMINIUM",135,2003,191889,26.75,10.17,3182479,20150005,105.01,"Brooklyn"
"WILLIAMSBURG-SOUTH","R4-CONDOMINIUM",28,NA,59400,22.13,11.07,657261,4812001,81.01,"Brooklyn"
"WILLIAMSBURG-SOUTH","R4-CONDOMINIUM",12,2004,10001,23.15,10.88,122707,895996,89.59,"Brooklyn"
"WILLIAMSBURG-SOUTH","R2-CONDOMINIUM",20,NA,43937,16.84,11.72,224957,1899994,43.24,"Brooklyn"
"WILLIAMSBURG-SOUTH","R4-CONDOMINIUM",19,1900,29440,22.13,11.25,320307,2345000,79.65,"Brooklyn"
"WILLIAMSBURG-SOUTH","R4-CONDOMINIUM",18,1900,27024,22.13,11.25,294021,2152999,79.67,"Brooklyn"
"WILLIAMSBURG-SOUTH","R2-CONDOMINIUM",19,1917,21746,17.94,8.07,214568,1546000,71.09,"Brooklyn"
"WILLIAMSBURG-SOUTH","R4-CONDOMINIUM",36,1997,45801,20,9.4,485491,3471998,75.81,"Brooklyn"
"WILLIAMSBURG-SOUTH","R4-CONDOMINIUM",12,1924,38800,18.11,9.06,351334,2574003,66.34,"Brooklyn"
"WILLIAMSBURG-SOUTH","R4-CONDOMINIUM",4,1995,9696,18.97,9.3,93806,672000,69.31,"Brooklyn"
"WILLIAMSBURG-CENTRAL","R4-CONDOMINIUM",66,2001,85046,21.45,9.01,1058057,7759011,91.23,"Brooklyn"
"WILLIAMSBURG-CENTRAL","R4-CONDOMINIUM",68,NA,83403,21.45,9.01,1037533,7608012,91.22,"Brooklyn"
"WILLIAMSBURG-CENTRAL","R4-CONDOMINIUM",48,NA,67712,21.45,9.01,842337,6176998,91.22,"Brooklyn"
"WILLIAMSBURG-CENTRAL","R4-CONDOMINIUM",13,1900,25704,15.84,7.13,223881,1529998,59.52,"Brooklyn"
"WILLIAMSBURG-CENTRAL","R4-CONDOMINIUM",14,2004,14884,18.22,8.03,151667,1091998,73.37,"Brooklyn"
"WILLIAMSBURG-CENTRAL","R4-CONDOMINIUM",12,1998,13669,21.83,9.82,164117,1201998,87.94,"Brooklyn"
"WILLIAMSBURG-CENTRAL","R4-CONDOMINIUM",66,1920,92218,21.45,11.58,909915,6672003,72.35,"Brooklyn"
"WILLIAMSBURG-CENTRAL","R4-CONDOMINIUM",12,1999,19680,21.45,10.08,223732,1641000,83.38,"Brooklyn"
"WILLIAMSBURG-CENTRAL","R4-CONDOMINIUM",13,1915,25980,18.75,11.59,186017,1337001,51.46,"Brooklyn"
"WILLIAMSBURG-CENTRAL","R4-CONDOMINIUM",14,2004,20000,18.75,7.69,221250,1589999,79.5,"Brooklyn"
"WILLIAMSBURG-CENTRAL","R4-CONDOMINIUM",12,NA,16950,12.48,5.37,120576,808004,47.67,"Brooklyn"
"WILLIAMSBURG-CENTRAL","R4-CONDOMINIUM",12,2005,16950,20.7,8.9,199993,1468998,86.67,"Brooklyn"
"WILLIAMSBURG-CENTRAL","R4-CONDOMINIUM",12,1999,22844,20.7,10.35,236435,1737000,76.04,"Brooklyn"
"WILLIAMSBURG-CENTRAL","R4-CONDOMINIUM",12,NA,22704,20.7,10.35,234986,1725996,76.02,"Brooklyn"
"WILLIAMSBURG-CENTRAL","R4-CONDOMINIUM",19,2000,53792,18.97,10.24,469400,3369001,62.63,"Brooklyn"
"WILLIAMSBURG-CENTRAL","R4-CONDOMINIUM",12,2003,26762,20.7,10.35,276986,2034999,76.04,"Brooklyn"
"WILLIAMSBURG-CENTRAL","R4-CONDOMINIUM",11,2004,32400,18.83,9.42,305046,2192000,67.65,"Brooklyn"
"WILLIAMSBURG-CENTRAL","R2-CONDOMINIUM",21,1990,38358,17.03,8.38,331960,2403994,62.67,"Brooklyn"
"WILLIAMSBURG-CENTRAL","R2-CONDOMINIUM",12,1999,25904,20.75,10.38,268754,1973997,76.2,"Brooklyn"
"WILLIAMSBURG-CENTRAL","R4-CONDOMINIUM",14,2006,19540,20.7,7.87,250776,1842004,94.27,"Brooklyn"
"WILLIAMSBURG-CENTRAL","R4-CONDOMINIUM",14,2006,21528,20.7,7.87,276291,2030002,94.3,"Brooklyn"
"WILLIAMSBURG-CENTRAL","R4-CONDOMINIUM",14,2006,21338,20.7,7.87,273852,2012000,94.29,"Brooklyn"
"WILLIAMSBURG-CENTRAL","R4-CONDOMINIUM",14,2006,22253,20.7,7.87,285595,2098004,94.28,"Brooklyn"
"WILLIAMSBURG-CENTRAL","R4-CONDOMINIUM",13,2007,19400,20.7,7.87,248980,1829000,94.28,"Brooklyn"
"WILLIAMSBURG-CENTRAL","R4-CONDOMINIUM",14,2007,29200,20.7,7.87,374753,2753006,94.28,"Brooklyn"
"WILLIAMSBURG-CENTRAL","R4-CONDOMINIUM",13,2006,21570,20.7,7.87,276829,2034000,94.3,"Brooklyn"
"WILLIAMSBURG-CENTRAL","R4-CONDOMINIUM",14,2001,26819,20.7,11.38,249819,1835000,68.42,"Brooklyn"
"WILLIAMSBURG-EAST","R4-CONDOMINIUM",35,NA,61764,26.72,13.36,825167,5964998,96.58,"Brooklyn"
"WILLIAMSBURG-CENTRAL","R4-CONDOMINIUM",16,2003,24787,19.77,9.09,264621,1893999,76.41,"Brooklyn"
"WILLIAMSBURG-CENTRAL","R4-CONDOMINIUM",16,NA,24787,19.77,9.09,264621,1893999,76.41,"Brooklyn"
"WILLIAMSBURG-CENTRAL","R4-CONDOMINIUM",12,2002,27648,20.7,9.52,309050,2269999,82.1,"Brooklyn"
"WILLIAMSBURG-CENTRAL","R4-CONDOMINIUM",17,2002,17772,19.77,9.09,189730,1357998,76.41,"Brooklyn"
"WILLIAMSBURG-CENTRAL","R4-CONDOMINIUM",16,2002,15052,19.77,8.11,175571,1256998,83.51,"Brooklyn"
"WILLIAMSBURG-CENTRAL","R4-CONDOMINIUM",17,2002,16059,19.77,8.11,187317,1340999,83.5,"Brooklyn"
"WILLIAMSBURG-CENTRAL","R4-CONDOMINIUM",12,2002,28727,19.48,8.96,302185,2165999,75.4,"Brooklyn"
"WILLIAMSBURG-CENTRAL","R4-CONDOMINIUM",12,2003,21510,19.48,8.96,226268,1622004,75.41,"Brooklyn"
